product_id,product_display_name,garment_type,role,side,subrole,piece_id,source_archive,source_relative_path,canvas_w,canvas_h,bbox_x,bbox_y,bbox_w,bbox_h,analysis_scale,hero_score,can_hold_face,seam_risk,is_overlay,must_match_underlay,guide_preview_jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,hood,unknown,component_5,adult_jumpsuit_design_template__hood__shape_05,Adult-Jumpsuit-Design-Template (1)(2).zip,Hood.png,7087,7087,4898,3874,441,480,0.12699308593198816,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__hood__shape_05_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,hood,unknown,component_6,adult_jumpsuit_design_template__hood__shape_06,Adult-Jumpsuit-Design-Template (1)(2).zip,Hood.png,7087,7087,1748,3874,441,480,0.12699308593198816,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__hood__shape_06_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,kangaroo_pocket,unknown,component_1,adult_jumpsuit_design_template__kangaroo_pocket__shape_01,Adult-Jumpsuit-Design-Template (1)(2).zip,Kangaroo pocket.png,4134,4134,225,1323,1401,1603,0.21770682148040638,18,False,medium_high,True,True,guide_previews/adult_jumpsuit_design_template__kangaroo_pocket__shape_01_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,kangaroo_pocket,unknown,component_2,adult_jumpsuit_design_template__kangaroo_pocket__shape_02,Adult-Jumpsuit-Design-Template (1)(2).zip,Kangaroo pocket.png,4134,4134,2513,1318,1396,1608,0.21770682148040638,18,False,medium_high,True,True,guide_previews/adult_jumpsuit_design_template__kangaroo_pocket__shape_02_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,sleeve,unknown,component_1,adult_jumpsuit_design_template__sleeves__shape_01,Adult-Jumpsuit-Design-Template (1)(2).zip,Sleeves.png,7677,7677,409,1518,3258,4197,0.11723329425556858,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__sleeves__shape_01_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,sleeve,unknown,component_2,adult_jumpsuit_design_template__sleeves__shape_02,Adult-Jumpsuit-Design-Template (1)(2).zip,Sleeves.png,7677,7677,4009,1510,3258,3344,0.11723329425556858,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__sleeves__shape_02_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,sleeve,unknown,component_3,adult_jumpsuit_design_template__sleeves__shape_03,Adult-Jumpsuit-Design-Template (1)(2).zip,Sleeves.png,7677,7677,4572,4990,2132,725,0.11723329425556858,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__sleeves__shape_03_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,sleeve,unknown,component_4,adult_jumpsuit_design_template__sleeves__shape_04,Adult-Jumpsuit-Design-Template (1)(2).zip,Sleeves.png,7677,7677,1169,5852,1587,904,0.11723329425556858,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__sleeves__shape_04_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,sleeve,unknown,component_5,adult_jumpsuit_design_template__sleeves__shape_05,Adult-Jumpsuit-Design-Template (1)(2).zip,Sleeves.png,7677,7677,4760,5852,1587,904,0.11723329425556858,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__sleeves__shape_05_guide_preview.jpg
adult_jumpsuit_design_template,Adult-Jumpsuit-Design-Template,adult_jumpsuit,sleeve,unknown,component_6,adult_jumpsuit_design_template__sleeves__shape_06,Adult-Jumpsuit-Design-Template (1)(2).zip,Sleeves.png,7677,7677,478,1774,1186,870,0.11723329425556858,10,False,medium_high,False,False,guide_previews/adult_jumpsuit_design_template__sleeves__shape_06_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,back_panel,back,component_1,blade_collar_polo_shirt_design_template__back_side__shape_01,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Back side.png,6791,6791,973,800,4829,4263,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__back_side__shape_01_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,back_panel,back,component_2,blade_collar_polo_shirt_design_template__back_side__shape_02,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Back side.png,6791,6791,996,5184,4784,1275,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__back_side__shape_02_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,back_panel,back,component_3,blade_collar_polo_shirt_design_template__back_side__shape_03,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Back side.png,6791,6791,1026,2724,453,400,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__back_side__shape_03_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,back_panel,back,component_4,blade_collar_polo_shirt_design_template__back_side__shape_04,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Back side.png,6791,6791,5267,2664,377,377,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__back_side__shape_04_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,front_panel,front,component_1,blade_collar_polo_shirt_design_template__front_side__shape_01,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Front side.png,6791,6791,973,1011,4829,4052,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__front_side__shape_01_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,front_panel,front,component_2,blade_collar_polo_shirt_design_template__front_side__shape_02,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Front side.png,6791,6791,996,5184,4784,1275,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__front_side__shape_02_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,front_panel,front,component_3,blade_collar_polo_shirt_design_template__front_side__shape_03,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Front side.png,6791,6791,1645,528,3433,272,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__front_side__shape_03_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,front_panel,front,component_4,blade_collar_polo_shirt_design_template__front_side__shape_04,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Front side.png,6791,6791,1637,257,3441,264,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__front_side__shape_04_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,front_panel,front,component_5,blade_collar_polo_shirt_design_template__front_side__shape_05,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Front side.png,6791,6791,5093,2550,423,483,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__front_side__shape_05_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,front_panel,front,component_6,blade_collar_polo_shirt_design_template__front_side__shape_06,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Front side.png,6791,6791,2754,1222,453,407,0.1325283463407451,10,False,medium,False,False,guide_previews/blade_collar_polo_shirt_design_template__front_side__shape_06_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,placket,unknown,component_1,blade_collar_polo_shirt_design_template__placket__shape_01,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Placket.png,4429,4429,1880,1658,659,1048,0.20320614134116052,5,False,high,False,False,guide_previews/blade_collar_polo_shirt_design_template__placket__shape_01_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,placket,unknown,component_2,blade_collar_polo_shirt_design_template__placket__shape_02,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Placket.png,4429,4429,1673,1777,118,876,0.20320614134116052,5,False,high,False,False,guide_previews/blade_collar_polo_shirt_design_template__placket__shape_02_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,sleeve,unknown,component_1,blade_collar_polo_shirt_design_template__sleeves__shape_01,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Sleeves.png,7441,3602,3795,868,3382,1860,0.12095148501545491,10,False,medium_high,False,False,guide_previews/blade_collar_polo_shirt_design_template__sleeves__shape_01_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,sleeve,unknown,component_2,blade_collar_polo_shirt_design_template__sleeves__shape_02,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Sleeves.png,7441,3602,265,868,3382,1720,0.12095148501545491,10,False,medium_high,False,False,guide_previews/blade_collar_polo_shirt_design_template__sleeves__shape_02_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,sleeve,unknown,component_3,blade_collar_polo_shirt_design_template__sleeves__shape_03,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Sleeves.png,7441,3602,1728,918,1422,984,0.12095148501545491,10,False,medium_high,False,False,guide_previews/blade_collar_polo_shirt_design_template__sleeves__shape_03_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,sleeve,unknown,component_4,blade_collar_polo_shirt_design_template__sleeves__shape_04,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Sleeves.png,7441,3602,5763,967,1199,1009,0.12095148501545491,10,False,medium_high,False,False,guide_previews/blade_collar_polo_shirt_design_template__sleeves__shape_04_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,sleeve,unknown,component_5,blade_collar_polo_shirt_design_template__sleeves__shape_05,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Sleeves.png,7441,3602,480,967,1199,1009,0.12095148501545491,10,False,medium_high,False,False,guide_previews/blade_collar_polo_shirt_design_template__sleeves__shape_05_guide_preview.jpg
blade_collar_polo_shirt_design_template,Blade-Collar-Polo-Shirt-Design-Template,polo_shirt,sleeve,unknown,component_6,blade_collar_polo_shirt_design_template__sleeves__shape_06,Blade-Collar-Polo-Shirt-Design-Template(1).zip,Sleeves.png,7441,3602,4291,934,1091,967,0.12095148501545491,10,False,medium_high,False,False,guide_previews/blade_collar_polo_shirt_design_template__sleeves__shape_06_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,back_panel,back,component_1,cardigan_design_template__back_side__shape_01,Cardigan-Design-Template(2).zip,Back side.png,8268,6791,1773,230,4722,3693,0.10885341074020319,10,False,medium,False,False,guide_previews/cardigan_design_template__back_side__shape_01_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,back_panel,back,component_2,cardigan_design_template__back_side__shape_02,Cardigan-Design-Template(2).zip,Back side.png,8268,6791,230,5677,7809,928,0.10885341074020319,10,False,medium,False,False,guide_previews/cardigan_design_template__back_side__shape_02_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,back_panel,back,component_3,cardigan_design_template__back_side__shape_03,Cardigan-Design-Template(2).zip,Back side.png,8268,6791,1801,3987,4667,1507,0.10885341074020319,10,False,medium,False,False,guide_previews/cardigan_design_template__back_side__shape_03_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,front_panel,front,main,cardigan_design_template__front_side_merged__shape_01,Cardigan-Design-Template(2).zip,Front side Merged.png,8268,6791,1929,147,4410,5347,0.10885341074020319,90,True,medium,False,False,guide_previews/cardigan_design_template__front_side_merged__shape_01_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,front_panel,front,component_1,cardigan_design_template__front_side__shape_01,Cardigan-Design-Template(2).zip,Front side.png,8268,6791,4226,147,2343,5347,0.10885341074020319,90,True,medium,False,False,guide_previews/cardigan_design_template__front_side__shape_01_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,front_panel,front,component_2,cardigan_design_template__front_side__shape_02,Cardigan-Design-Template(2).zip,Front side.png,8268,6791,1709,147,2333,5347,0.10885341074020319,90,True,medium,False,False,guide_previews/cardigan_design_template__front_side__shape_02_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,placket,unknown,component_1,cardigan_design_template__placket__shape_01,Cardigan-Design-Template(2).zip,Placket.png,4075,7087,2126,126,472,6835,0.12699308593198816,5,False,high,False,False,guide_previews/cardigan_design_template__placket__shape_01_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,placket,unknown,component_2,cardigan_design_template__placket__shape_02,Cardigan-Design-Template(2).zip,Placket.png,4075,7087,1528,126,417,6835,0.12699308593198816,5,False,high,False,False,guide_previews/cardigan_design_template__placket__shape_02_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,placket,unknown,component_3,cardigan_design_template__placket__shape_03,Cardigan-Design-Template(2).zip,Placket.png,4075,7087,567,386,866,110,0.12699308593198816,5,False,high,False,False,guide_previews/cardigan_design_template__placket__shape_03_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,sleeve,unknown,component_1,cardigan_design_template__sleeves__shape_01,Cardigan-Design-Template(2).zip,Sleeves.png,8976,5669,4578,259,4219,4029,0.10026737967914438,45,False,medium_high,False,False,guide_previews/cardigan_design_template__sleeves__shape_01_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,sleeve,unknown,component_2,cardigan_design_template__sleeves__shape_02,Cardigan-Design-Template(2).zip,Sleeves.png,8976,5669,180,239,4219,2773,0.10026737967914438,10,False,medium_high,False,False,guide_previews/cardigan_design_template__sleeves__shape_02_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,sleeve,unknown,component_3,cardigan_design_template__sleeves__shape_03,Cardigan-Design-Template(2).zip,Sleeves.png,8976,5669,818,3122,2922,1167,0.10026737967914438,10,False,medium_high,False,False,guide_previews/cardigan_design_template__sleeves__shape_03_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,sleeve,unknown,component_4,cardigan_design_template__sleeves__shape_04,Cardigan-Design-Template(2).zip,Sleeves.png,8976,5669,1356,4468,1785,888,0.10026737967914438,10,False,medium_high,False,False,guide_previews/cardigan_design_template__sleeves__shape_04_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,sleeve,unknown,component_5,cardigan_design_template__sleeves__shape_05,Cardigan-Design-Template(2).zip,Sleeves.png,8976,5669,5765,4468,1775,888,0.10026737967914438,10,False,medium_high,False,False,guide_previews/cardigan_design_template__sleeves__shape_05_guide_preview.jpg
cardigan_design_template,Cardigan-Design-Template,cardigan,sleeve,unknown,component_6,cardigan_design_template__sleeves__shape_06,Cardigan-Design-Template(2).zip,Sleeves.png,8976,5669,2294,4927,848,429,0.10026737967914438,10,False,medium_high,False,False,guide_previews/cardigan_design_template__sleeves__shape_06_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,left,left,cargo_loose_shorts_design_template__left_leg_pocket__shape_01,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg Pocket.png,3957,3780,950,1750,1974,1754,0.22744503411675512,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__left_leg_pocket__shape_01_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,left,left,cargo_loose_shorts_design_template__left_leg_pocket__shape_02,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg Pocket.png,3957,3780,1117,1011,1640,558,0.22744503411675512,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__left_leg_pocket__shape_02_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,left,left,cargo_loose_shorts_design_template__left_leg_pocket__shape_03,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg Pocket.png,3957,3780,1117,273,1640,558,0.22744503411675512,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__left_leg_pocket__shape_03_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,left,left,cargo_loose_shorts_design_template__left_leg__shape_01,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg.png,6791,5906,3343,936,3071,4618,0.1325283463407451,10,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__left_leg__shape_01_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,left,left,cargo_loose_shorts_design_template__left_leg__shape_02,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg.png,6791,5906,5599,664,921,3856,0.1325283463407451,10,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__left_leg__shape_02_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,left,left,cargo_loose_shorts_design_template__left_leg__shape_03,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg.png,6791,5906,3320,347,2301,581,0.1325283463407451,10,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__left_leg__shape_03_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,left,left,cargo_loose_shorts_design_template__left_leg__shape_04,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg.png,6791,5906,264,988,287,3531,0.1325283463407451,10,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__left_leg__shape_04_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,left,left,cargo_loose_shorts_design_template__left_leg__shape_05,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg.png,6791,5906,528,558,2181,415,0.1325283463407451,10,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__left_leg__shape_05_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,left,left,cargo_loose_shorts_design_template__left_leg__shape_06,Cargo-Loose-Shorts-Design-Template(1).zip,Left Leg.png,6791,5906,2822,1215,453,1569,0.1325283463407451,35,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__left_leg__shape_06_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,unknown,component_1,cargo_loose_shorts_design_template__pockets__shape_01,Cargo-Loose-Shorts-Design-Template(1).zip,Pockets.png,4843,4843,888,307,1442,2018,0.18583522609952507,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__pockets__shape_01_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,unknown,component_2,cargo_loose_shorts_design_template__pockets__shape_02,Cargo-Loose-Shorts-Design-Template(1).zip,Pockets.png,4843,4843,2508,2513,1442,2018,0.18583522609952507,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__pockets__shape_02_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,unknown,component_3,cargo_loose_shorts_design_template__pockets__shape_03,Cargo-Loose-Shorts-Design-Template(1).zip,Pockets.png,4843,4843,2508,307,1270,2023,0.18583522609952507,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__pockets__shape_03_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,unknown,component_4,cargo_loose_shorts_design_template__pockets__shape_04,Cargo-Loose-Shorts-Design-Template(1).zip,Pockets.png,4843,4843,1060,2508,1270,2023,0.18583522609952507,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__pockets__shape_04_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,back,right,cargo_loose_shorts_design_template__right_back_pocket__shape_01,Cargo-Loose-Shorts-Design-Template(1).zip,Right Back Pocket.png,4252,3130,1479,1597,1219,1252,0.2116650987770461,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_back_pocket__shape_01_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,back,right,cargo_loose_shorts_design_template__right_back_pocket__shape_02,Cargo-Loose-Shorts-Design-Template(1).zip,Right Back Pocket.png,4252,3130,1479,274,1219,482,0.2116650987770461,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_back_pocket__shape_02_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,back,right,cargo_loose_shorts_design_template__right_back_pocket__shape_03,Cargo-Loose-Shorts-Design-Template(1).zip,Right Back Pocket.png,4252,3130,1479,935,1219,482,0.2116650987770461,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_back_pocket__shape_03_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,back,right,cargo_loose_shorts_design_template__right_back_pocket__shape_04,Cargo-Loose-Shorts-Design-Template(1).zip,Right Back Pocket.png,4252,3130,1691,90,874,137,0.2116650987770461,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_back_pocket__shape_04_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,right,right,cargo_loose_shorts_design_template__right_leg_pocket__shape_01,Cargo-Loose-Shorts-Design-Template(1).zip,Right Leg Pocket.png,3957,3780,950,1750,1974,1754,0.22744503411675512,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_leg_pocket__shape_01_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,right,right,cargo_loose_shorts_design_template__right_leg_pocket__shape_02,Cargo-Loose-Shorts-Design-Template(1).zip,Right Leg Pocket.png,3957,3780,1117,273,1640,558,0.22744503411675512,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_leg_pocket__shape_02_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,pocket,right,right,cargo_loose_shorts_design_template__right_leg_pocket__shape_03,Cargo-Loose-Shorts-Design-Template(1).zip,Right Leg Pocket.png,3957,3780,1117,1011,1640,558,0.22744503411675512,18,False,medium_high,True,True,guide_previews/cargo_loose_shorts_design_template__right_leg_pocket__shape_03_guide_preview.jpg
cargo_loose_shorts_design_template,Cargo-Loose-Shorts-Design-Template,shorts,leg_panel,right,right,cargo_loose_shorts_design_template__right_leg__shape_01,Cargo-Loose-Shorts-Design-Template(1).zip,Right Leg.png,6791,5906,4075,589,2445,3939,0.1325283463407451,10,False,medium,False,False,guide_previews/cargo_loose_shorts_design_template__right_leg__shape_01_guide_preview.jpg
